"Squad","Comp","Player","Nation","Pos","Age","Born","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","GA","GA90","SoTA","Saves","Save_percent","W","D","L","CS","CS_percent","PKatt_Penalty","PKA_Penalty","PKsv_Penalty","PKm_Penalty","Save_percent_Penalty","GA_Goals","PKA_Goals","FK_Goals","CK_Goals","OG_Goals","PSxG_Expected","PSxG_per_SoT_Expected","PSxG+_per__minus__Expected","_per_90_Expected","Cmp_Launched","Att_Launched","Cmp_percent_Launched","Att_Passes","Thr_Passes","Launch_percent_Passes","AvgLen_Passes","Att_Goal","Launch_percent_Goal","AvgLen_Goal","Opp_Crosses","Stp_Crosses","Stp_percent_Crosses","#OPA_Sweeper","#OPA_per_90_Sweeper","AvgDist_Sweeper","market_value_2021","market_value_2022"
"Norwich City","Premier League","Christoph Zimmermann","GER","DF","28",1993,3,2,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,0,2,1,50,1.15,0.57,0,0,21.6,0,0,0,0.02,0,0,46,63,73,817,404,15,19,78.9,23,27,85.2,5,12,41.7,0,0,0,0,3,1,0,4,63,60,3,3,0,0,0,0,0,0,0,0,46,0,1,1,0.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,3,5,1,0,3,4,75,1,0,0,0,1,7,4,0,77,10,39,35,3,1,77,1,1,100,0,0,47,336,165,1,0,0,0,0,46,0,3,157,52,4.6,1.7,2,51,0,1,55,10,0,0,8,-8,-4.59,-3.12,1,5.2,-4.2,-2.4,-1.33,0,1,2,0,0,3,0,0,0,11,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,1000000
"Osasuna","La Liga","José Ángel","ESP","DF","31",1989,23,12,1083,12,1,1,2,1,0,0,2,1,0.2,0.2,1.5,1.7,22,98,35,0.08,0.08,0.17,0.08,0.17,0.02,0.13,0.14,0.02,0.14,1,11,3,27.3,0.91,0.25,0.09,0.33,27.3,0,0,0,0.02,0.8,0.8,590,785,75.2,12280,5279,242,278,87.1,228,298,76.5,117,191,61.3,1.5,1.8,-0.5,8,72,23,13,98,785,629,154,23,0,32,46,131,0,0,0,0,590,2,9,20,1.66,14,1,3,1,1,0,2,0.17,1,0,0,1,0,0,20,13,9,9,2,9,14,64.3,5,6,1,5,10,30,21,0,893,34,208,469,229,3,893,29,20,69,9,31,488,2592,1090,22,25,3,14,21,512,35,23,1083,47,31.7,12,12,78,4,11,13,12,1.04,14,20,-6,-0.5,-0.19,13.6,22,-8.4,-0.7,-0.65,0,10,5,0,46,13,0,0,0,78,10,6,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1500000
"Osasuna","La Liga","Jesús Areso","ESP","DF","22",1999,3,2,188,2.1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0.02,0.02,0,0.02,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,49,73,67.1,904,504,21,24,87.5,23,34,67.6,5,15,33.3,0,0,0,1,4,0,0,3,73,40,33,0,0,0,2,33,0,0,0,0,49,0,0,4,1.91,1,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,2,0,2,0,0,0,0,3,2,1,90,6,28,38,24,1,90,0,0,NA,0,NA,24,157,86,3,1,0,5,4,27,5,3,188,63,5.5,2.1,2,86,1,1,16,15,1,2,5,-3,-1.44,-1.13,1.2,5.2,-4,-1.9,-1.74,0,3,4,0,2,3,0,0,0,6,3,6,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300000,800000
"Osasuna","La Liga","Ezequiel Ávila","ARG","FW,MF","27",1994,36,22,1870,20.8,6,1,7,5,1,1,9,1,4.3,3.5,1.6,5.2,32,47,117,0.29,0.05,0.34,0.24,0.29,0.21,0.08,0.29,0.17,0.25,6,62,15,24.2,2.98,0.72,0.08,0.33,24.6,4,1,1,0.06,1.7,1.5,307,556,55.2,5848,1808,132,199,66.3,111,184,60.3,51,111,45.9,1.6,2,-0.6,18,24,27,18,47,556,526,24,6,2,12,79,8,4,2,1,0,307,6,21,47,2.26,26,4,4,6,7,0,4,0.19,2,1,0,0,1,0,17,7,6,7,4,7,21,33.3,14,14,2,12,13,30,15,1,787,20,90,310,394,53,786,32,18,56.3,14,43.8,459,2306,1022,32,27,8,48,22,553,117,36,1870,52,54.7,20.8,22,73,2,14,19,0,1.22,20,22,-2,-0.1,0.6,18.4,27,-8.6,-0.41,-0.35,1,31,40,13,79,7,0,1,0,77,50,70,41.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,8000000
"Osasuna","La Liga","Barbero","ESP","FW,MF","22",1998,6,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,7,11,63.6,59,7,5,8,62.5,1,2,50,0,0,NA,0,0,0,0,1,0,0,1,11,10,1,0,0,0,0,0,0,0,0,0,7,0,0,1,4.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,18,1,1,6,11,3,18,0,0,NA,0,NA,7,31,0,0,1,0,5,2,14,3,6,21,4,0.6,0.2,0,NA,0,6,4,22,0.83,2,3,-1,-4.29,-3.94,1.2,2.1,-0.9,-3.85,-3.62,0,2,1,0,0,0,0,0,0,0,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osasuna","La Liga","Kike Barja","ESP","MF,FW","24",1997,21,9,865,9.6,2,0,2,2,0,0,2,0,1.5,1.5,0.5,2,34,35,92,0.21,0,0.21,0.21,0.21,0.16,0.05,0.21,0.16,0.21,2,17,6,35.3,1.77,0.62,0.12,0.33,18.9,0,0,0,0.09,0.5,0.5,249,374,66.6,3893,923,142,172,82.6,78,121,64.5,20,42,47.6,0.5,0.6,-0.5,5,23,8,0,35,374,355,16,3,1,4,55,11,2,0,0,0,249,3,14,21,2.18,12,0,2,2,4,1,2,0.21,0,0,0,1,1,0,15,11,4,7,4,8,22,36.4,14,10,1,9,9,24,4,0,525,5,48,216,270,33,525,57,34,59.6,23,40.4,343,2315,926,34,19,5,37,28,390,92,21,865,41,25.3,9.6,9,72,0,12,18,7,0.81,6,11,-5,-0.52,-0.2,9.8,8.8,1,0.1,0.47,0,17,23,0,55,11,0,0,0,65,9,11,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,3000000
"Osasuna","La Liga","Iker Benito","ESP","FW,MF","18",2002,4,1,118,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,3,7,0,0,0,0,0,0.06,0.09,0.15,0.06,0.15,0,3,1,33.3,2.29,0.76,0,0,25.8,0,0,0,0.03,-0.1,-0.1,19,29,65.5,240,91,12,14,85.7,6,9,66.7,0,0,NA,0.1,0.1,-0.1,1,1,1,1,3,29,27,0,0,0,0,4,0,0,0,0,0,19,2,1,2,1.53,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,1,2,0,2,0,2,2,0,52,1,9,22,21,0,52,6,2,33.3,4,66.7,30,154,78,2,1,0,4,4,29,7,4,118,30,3.5,1.3,1,66,0,3,17,6,1,0,4,-4,-3.05,-2.78,1.3,4.3,-3,-2.32,-2.14,0,1,3,0,4,1,0,0,0,4,1,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,300000
"Osasuna","La Liga","Darko Brašanac","SRB","MF","29",1992,35,27,2405,26.7,1,2,3,1,0,0,8,0,1.5,1.5,1.7,3.2,42,103,167,0.04,0.07,0.11,0.04,0.11,0.06,0.06,0.12,0.06,0.12,1,17,5,29.4,0.64,0.19,0.06,0.2,14.8,0,0,0,0.09,-0.5,-0.5,676,910,74.3,9449,2146,374,463,80.8,224,286,78.3,28,51,54.9,1.7,1.7,0.3,29,63,17,3,103,910,860,45,1,1,2,27,5,0,0,0,0,676,5,35,63,2.36,56,0,0,4,2,1,7,0.26,6,0,0,1,0,0,35,22,19,14,2,14,40,35,26,25,8,17,25,60,15,0,1129,29,158,511,470,79,1129,27,15,55.6,12,44.4,565,2561,1319,42,36,6,43,26,713,167,35,2405,69,70.3,26.7,27,83,13,8,20,1,1.23,28,34,-6,-0.22,0.48,24.9,31.7,-6.8,-0.25,0,0,52,24,9,27,22,0,0,0,143,33,59,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,2000000
"Osasuna","La Liga","Ante Budimir","CRO","FW","30",1991,28,20,1738,19.3,8,2,10,6,2,2,3,0,8.3,6.8,0.7,7.5,19,23,90,0.41,0.1,0.52,0.31,0.41,0.43,0.04,0.47,0.35,0.39,8,43,19,44.2,2.23,0.98,0.14,0.32,12.3,0,2,2,0.16,-0.3,-0.8,204,358,57,2566,416,130,205,63.4,48,76,63.2,7,13,53.8,0.7,0.6,1.3,10,18,6,1,23,358,335,18,0,2,1,7,3,0,0,0,0,204,5,10,28,1.45,14,0,2,4,7,1,4,0.21,2,0,0,1,1,0,24,10,3,15,6,6,19,31.6,13,22,4,18,3,27,16,0,606,21,48,266,300,92,604,31,11,35.5,20,64.5,285,1235,429,19,12,5,62,28,420,90,28,1738,62,50.8,19.3,20,79,9,8,20,2,1.07,18,24,-6,-0.31,0.12,19.4,23.9,-4.5,-0.23,0.04,0,37,32,16,7,10,1,0,0,50,106,99,51.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9000000,6000000
"Osasuna","La Liga","Juan Cruz Armada","ESP","DF","29",1992,23,22,1934,21.5,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,16,80,12,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0,3,0,0,0.14,0,0,NA,17.2,0,0,0,0.07,-0.2,-0.2,770,949,81.1,13970,5726,276,303,91.1,416,482,86.3,61,121,50.4,0,0.6,0,3,56,4,1,80,949,863,84,24,1,5,8,60,0,0,0,0,770,2,9,14,0.65,12,2,0,0,0,0,0,0,0,0,0,0,0,0,28,21,15,12,1,8,16,50,8,15,12,3,16,44,58,1,1097,98,459,579,70,6,1097,13,10,76.9,3,23.1,585,3251,1598,16,9,2,10,11,639,12,23,1934,84,56.5,21.5,22,87,19,1,12,9,1.13,19,27,-8,-0.37,-0.01,17.9,21,-3.1,-0.15,0.25,0,19,5,0,8,21,0,0,0,124,23,27,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200000,2000000
"Osasuna","La Liga","Unai Dufur","ESP","DF","22",1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,0,1,0,0,1,0,0,NA,9,0,0,0,0.02,0,0,35,49,71.4,626,250,12,17,70.6,18,24,75,3,5,60,0,0,0,0,4,0,0,3,49,49,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,1,4,4,4,0,61,6,16,42,3,2,61,0,0,NA,0,NA,36,146,56,0,0,0,0,0,34,0,1,90,90,2.6,1,1,90,1,0,NA,5,0,0,2,-2,-2,-1.68,0.5,1.2,-0.7,-0.67,-0.42,0,1,0,0,0,0,0,0,0,8,2,2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300000
"Osasuna","La Liga","David García","ESP","DF","27",1994,35,35,3105,34.5,4,0,4,4,0,0,8,0,1.2,1.2,0.5,1.6,7,117,2,0.12,0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05,4,31,4,12.9,0.9,0.12,0.13,1,12.8,0,0,0,0.04,2.8,2.8,1169,1466,79.7,24413,10143,329,404,81.4,654,749,87.3,174,284,61.3,0.5,0.8,-0.5,9,101,1,0,117,1466,1422,39,39,0,13,0,0,0,0,0,0,1169,5,3,29,0.84,23,2,0,4,0,0,2,0.06,1,0,0,1,0,0,28,14,15,11,2,12,22,54.5,10,27,21,6,52,80,168,0,1819,237,820,917,88,56,1819,4,3,75,1,25,867,4311,2465,7,5,0,12,3,977,2,35,3105,89,90.8,34.5,35,89,34,0,NA,1,1.34,37,45,-8,-0.23,1.48,34.5,41.5,-7,-0.2,0.55,0,53,21,0,0,14,0,1,0,221,134,42,76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500000,20000000
"Osasuna","La Liga","Rubén García","ESP","MF,FW","28",1993,37,30,2375,26.4,1,6,7,1,0,2,1,0,3.1,1.6,3.4,4.9,39,96,199,0.04,0.23,0.27,0.04,0.27,0.12,0.13,0.25,0.06,0.19,1,31,10,32.3,1.17,0.38,0.03,0.1,22.7,4,0,2,0.05,-2.1,-0.6,899,1268,70.9,15312,4754,466,550,84.7,278,390,71.3,109,219,49.8,3.4,4.2,2.6,58,64,50,21,96,1268,1084,180,53,1,15,199,30,89,23,56,3,899,4,32,115,4.35,63,33,5,8,1,5,12,0.45,7,2,0,1,0,2,43,26,12,23,8,16,49,32.7,33,31,4,27,24,67,16,0,1550,22,190,628,746,61,1548,47,24,51.1,23,48.9,834,3726,1693,39,52,11,56,18,1004,199,37,2375,64,69.4,26.4,30,74,1,7,21,1,1.27,25,36,-11,-0.42,-0.16,25.6,28.3,-2.7,-0.1,0.5,0,37,28,8,199,26,0,1,0,139,28,44,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10000000,8000000
"Osasuna","La Liga","Unai García","ESP","DF","29",1992,18,15,1408,15.6,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,12,37,5,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,0,8,0,0,0.51,0,0,NA,17.3,0,0,0,0.04,-0.3,-0.3,411,555,74.1,9682,3347,95,109,87.2,227,275,82.5,87,162,53.7,0.1,0.1,-0.1,3,43,2,0,37,555,494,60,45,0,23,8,15,0,0,0,0,411,1,1,5,0.32,4,1,0,0,0,0,0,0,0,0,0,0,0,0,21,12,14,6,1,14,17,82.4,3,19,11,8,22,43,78,0,729,101,349,344,43,13,729,4,3,75,1,25,326,1666,1001,12,7,2,10,2,354,5,18,1408,78,41.2,15.6,15,89,14,3,25,18,0.94,10,18,-8,-0.51,-0.24,10.5,15.6,-5.1,-0.33,-0.12,0,10,7,0,8,12,0,1,0,75,34,33,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500000,1500000
"Osasuna","La Liga","Jaume Grau","ESP","MF","24",1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,2,4,50,43,26,1,3,33.3,0,0,NA,1,1,100,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,1,3,0,0,4,0,0,NA,0,NA,4,8,7,0,0,0,0,0,3,0,1,3,3,0.1,0,0,NA,0,1,3,10,3,0,0,0,0,0.37,0,0,0,0.08,0.34,0,0,0,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800000,800000
"Osasuna","La Liga","Aridane Hernández","EQG","DF","32",1989,15,12,1159,12.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,32,1,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0,2,0,0,0.16,0,0,NA,14.2,0,0,0,0.06,-0.1,-0.1,430,540,79.6,8873,3347,121,142,85.2,240,282,85.1,61,103,59.2,0.1,0.5,-0.1,2,26,2,1,32,540,524,15,14,0,7,1,1,0,0,0,0,430,1,1,7,0.54,5,0,1,0,0,1,0,0,0,0,0,0,0,0,12,9,10,2,0,3,13,23.1,10,11,9,2,20,32,71,0,671,87,353,307,13,4,671,3,2,66.7,1,33.3,343,1446,589,1,0,0,4,2,363,1,15,1159,77,33.9,12.9,12,88,11,3,33,6,1.4,16,22,-6,-0.47,-0.15,15.2,20.9,-5.8,-0.45,-0.3,0,5,4,3,1,9,0,0,1,67,22,20,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000000,1500000
"Osasuna","La Liga","Sergio Herrera","ESP","GK","28",1993,36,36,3240,36,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,668,1160,57.6,28646,25456,42,43,97.7,185,196,94.4,440,917,48,0,0.1,0,1,64,0,0,0,1160,716,442,136,0,3,0,0,0,0,0,0,668,2,0,3,0.08,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,3,6,50,3,1,0,1,1,4,18,0,1253,925,1240,13,0,0,1253,3,3,100,0,0,598,4274,2444,0,0,0,3,0,416,0,36,3240,90,94.7,36,36,90,36,0,NA,1,1.28,36,48,-12,-0.33,0.67,35.5,44,-8.4,-0.23,0.36,0,0,11,0,0,2,0,0,0,50,5,0,100,48,1.33,147,97,70.1,12,10,14,12,33.3,7,4,3,0,42.9,48,4,0,10,1,48.1,0.29,1.1,0.03,388,850,45.6,852,78,69,46.5,306,85.6,58.5,529,23,4.3,64,1.78,18.1,6000000,8000000
"Osasuna","La Liga","Robert Ibáñez","ESP","MF,FW","28",1993,4,1,93,1,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,1,7,9,0,0,0,0,0,0.23,0.28,0.51,0.23,0.51,0,3,0,0,2.9,0,0,NA,17.3,0,0,0,0.08,-0.2,-0.2,29,36,80.6,378,164,17,21,81,10,11,90.9,0,0,NA,0.3,0.1,-0.3,2,1,2,0,7,36,36,0,0,1,0,0,0,0,0,0,0,29,0,2,3,2.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,1,2,50,1,1,0,1,1,4,1,0,59,0,12,14,33,7,59,2,2,100,0,0,33,127,77,1,1,0,4,3,39,9,4,93,23,2.7,1,1,57,0,3,12,10,0.75,3,4,-1,-0.97,-0.62,1.7,1.9,-0.3,-0.26,-0.01,0,0,5,1,0,3,0,0,0,8,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500000,500000
"Osasuna","La Liga","Kike","ESP","FW","31",1989,33,18,1862,20.7,5,1,6,4,1,1,2,0,6.7,5.9,2,8,26,36,144,0.24,0.05,0.29,0.19,0.24,0.32,0.1,0.42,0.29,0.38,5,52,19,36.5,2.51,0.92,0.08,0.21,15.8,0,1,1,0.11,-1.7,-1.9,336,510,65.9,4917,989,199,272,73.2,99,148,66.9,21,41,51.2,2,1.9,-1,21,22,15,5,36,510,494,15,1,0,6,21,1,0,0,0,0,336,1,14,50,2.42,34,0,3,6,6,1,4,0.19,3,0,0,1,0,0,11,7,3,4,4,3,23,13,20,10,1,9,3,14,12,0,761,13,53,328,387,105,760,35,13,37.1,22,62.9,459,2281,537,26,18,10,84,37,606,144,33,1862,56,54.4,20.7,18,83,8,15,25,1,1.27,20,30,-10,-0.48,-0.25,21.8,23.2,-1.5,-0.07,0.4,0,23,36,9,21,7,1,0,0,68,75,107,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2800000,1800000
"Osasuna","La Liga","Javi Martínez","ESP","MF,FW","21",1999,26,9,879,9.8,1,1,2,1,0,0,1,0,0.8,0.8,0.6,1.4,24,28,38,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.15,0.08,0.15,1,9,2,22.2,0.92,0.2,0.11,0.5,16.3,0,0,0,0.09,0.2,0.2,291,398,73.1,4346,1097,159,194,82,97,125,77.6,18,35,51.4,0.6,0.5,0.4,11,19,4,3,28,398,378,18,5,0,3,31,4,5,2,2,0,291,2,15,27,2.77,23,4,0,0,0,0,4,0.41,4,0,0,0,0,0,21,14,8,11,2,10,29,34.5,19,6,0,6,9,30,10,0,499,14,89,222,195,26,499,16,11,68.8,5,31.3,279,1450,763,24,15,7,24,10,326,38,26,879,34,25.7,9.8,9,67,1,17,16,12,1.46,13,16,-3,-0.31,0.08,9.8,16.6,-6.8,-0.7,-0.6,0,15,9,0,31,14,0,0,0,62,9,16,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200000,2500000
"Osasuna","La Liga","Jon Moncayola","ESP","MF","23",1998,36,33,2915,32.4,2,3,5,2,0,0,2,0,2.3,2.3,1.7,3.9,19,131,66,0.06,0.09,0.15,0.06,0.15,0.07,0.05,0.12,0.07,0.12,2,41,12,29.3,1.27,0.37,0.05,0.17,25.5,2,0,0,0.06,-0.3,-0.3,1104,1411,78.2,20806,5889,458,522,87.7,451,522,86.4,162,282,57.4,1.7,2.6,1.3,32,125,30,17,131,1411,1301,101,57,1,25,98,15,28,13,14,0,1104,9,22,67,2.07,42,16,1,7,1,0,4,0.12,3,1,0,0,0,0,40,20,18,18,4,17,44,38.6,27,26,9,17,20,60,43,0,1672,61,337,949,404,19,1672,19,13,68.4,6,31.6,817,3428,1433,19,21,1,36,15,1073,66,36,2915,81,85.2,32.4,33,86,21,3,22,1,1.22,30,41,-11,-0.34,0.2,29.7,38.6,-8.9,-0.28,-0.15,0,20,15,1,98,20,0,0,0,207,18,21,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7000000,12000000
